Date,High,Low,Open,Close,Volume,Adj Close,Ma20,Ma60,Ma120,macd_dif,macd_dea,macd_bar,RSV,K,D,J
2018-03-08,12.06999969,11.69999981,11.77000046,11.81000042,16828483,11.7130537,10.82549996315,0.0,0.0,0.036580064340620666,-0.19348010271171084,0.2300601670523315,76.27122945514955,82.0309039077408,82.75637865704678,80.57995440912882
2018-03-09,12.31999969,11.75,11.75,12.10999966,29919955,12.01059055,10.89249992315,0.0,0.0,0.0873710999737991,-0.13730986217460886,0.22468096214840796,87.49999337797364,83.85393373115174,83.1222303484151,85.31734049662501
2018-03-12,12.72000027,12.18999958,12.19999981,12.30000019,34053348,12.19903088,10.968499946149999,0.0,0.0,0.14132570179496362,-0.08158274938069437,0.222908451175658,79.80768778198951,82.505185081431,82.91654859275373,81.68245805878553
2018-03-13,12.63000011,12.05000019,12.34000015,12.44999981,34490250,12.34780025,11.0964999195,0.0,0.0,0.19395305807314145,-0.02647558788992721,0.22042864596306866,86.22446660766393,83.7449455901753,83.19268092522759,84.84947492007075
2018-03-14,12.42000008,12.01000023,12.35000038,12.07999992,20902410,11.98083687,11.2004999155,0.0,0.0,0.20345936526461372,0.019511402740980982,0.18394796252363274,49.20633070043172,72.23207396026078,79.53914527023865,57.617931340305034
2018-03-15,12.22000027,11.69999981,12.0,12.15999985,21586365,12.06017971,11.296999930999998,0.0,0.0,0.21497046229195327,0.05860321465117544,0.15636724764077783,51.724095481564106,65.39608113402855,74.82479055816862,46.538662285748416
2018-03-16,12.68000031,12.10999966,12.14999962,12.36999989,38540080,12.26845551,11.430999946499998,0.0,0.0,0.23829146215904728,0.09454086415274982,0.14375059800629747,65.68625272972926,65.49280499926212,71.71412870519978,53.05015758738679
2018-03-19,12.52000046,12.19999981,12.42000008,12.26000023,23387264,12.15935898,11.536999941,0.0,0.0,0.24507242693059972,0.12464717670831979,0.12042525022227993,54.901977201069066,61.962529066531104,68.46359549231022,48.96039621497289
2018-03-20,12.09000015,11.72999954,12.02000046,11.98999977,26584702,11.89157581,11.626499938999999,0.0,0.0,0.2260538022139471,0.14492850180944525,0.08112530040450186,28.431355805467096,50.7854713128431,62.57088743248785,27.2146390735536
2018-03-21,12.22999954,11.72999954,12.01000023,11.78999996,20135813,11.69321728,11.705499934999997,0.0,0.0,0.19262265780957222,0.15446733300947063,0.03815532480010159,8.823540138403448,36.79816092136322,53.97997859544631,2.4345255731970354
2018-03-22,12.07999992,11.72999954,11.81000042,12.01000023,17558089,11.91141224,11.785499953999999,0.0,0.0,0.1817849148396551,0.15993084937550753,0.02185406546414756,30.392184332936438,34.662835391887626,47.54093086092675,8.906644453809378
2018-03-23,11.64999962,10.81000042,11.47999954,10.81000042,36145687,10.72126293,11.802999972999997,0.0,0.0,0.07549570214425394,0.1430438199292568,-0.06754811778500286,0.0,23.108556927925083,39.39680621659286,-9.467941649410463
2018-03-26,11.34000015,10.31000042,10.5,11.26000023,24655149,11.16756821,11.828499984499997,0.0,0.0,0.027257748811454263,0.11988660570569629,-0.09262885689424202,40.08438202923289,28.767165295027688,35.85359257607114,14.594310732940784
2018-03-27,11.97000027,11.34000015,11.35999966,11.81000042,32302821,11.7130537,11.876000022499998,0.0,0.0,0.0330285099460248,0.10251498655376198,-0.06948647660773719,63.29114217806987,40.275157589375084,37.32744758050578,46.170577607113685
2018-03-28,11.93999958,11.5,11.57999992,11.85000038,25079783,11.75272465,11.924500035999998,0.0,0.0,0.04036424827144636,0.09008483889729886,-0.049720590625852504,64.97890428172133,48.509739820157165,41.054878327056244,63.41946280635901
2018-03-29,12.25,11.76000023,11.85000038,11.94999981,28717186,11.85190392,11.925000047499998,0.0,0.0,0.053628792677159254,0.08279362965327094,-0.02916483697611169,74.20811585143679,57.07586516391704,46.39520727267651,78.4371809463981
2018-03-30,12.52999973,11.96000004,11.96000004,12.47000027,46622222,12.36763573,11.974000072499999,0.0,0.0,0.10489160584200796,0.08721322489101835,0.017678380950989614,97.2973207815997,70.48301703647792,54.424477193943645,102.60009672154646
2018-04-02,13.18999958,12.34000015,12.64000034,12.73999977,68398634,12.63541889,12.0045000555,11.716666650550001,0.0,0.16539785426641096,0.10285015076609687,0.06254770350031409,84.37500203993118,75.11367870429567,61.320877697394316,102.69928071809836
2018-04-03,12.57999992,12.15999985,12.43999958,12.43999958,35056589,12.33788204,12.022500038499999,11.726166645383334,0.0,0.18698651973548586,0.11967742455997467,0.06730909517551119,73.95832573784502,74.72856104881211,65.79010548120024,92.60547218403585
2018-04-04,12.73999977,12.05000019,12.48999977,12.13000011,27619515,12.03042698,12.039500045999999,11.725499979216666,0.0,0.17704051336811766,0.13115004232160327,0.04589047104651439,63.194452112270724,70.88385806996499,67.4880230107885,77.67552818831797
2018-04-09,12.43999958,11.94999981,12.10999966,12.30000019,23921900,12.19903088,12.0640000345,11.728999979883332,0.0,0.1807917624721096,0.14107838635170453,0.03971337612040507,69.09723438947115,70.28831684313371,68.4214542882369,74.02204195292734
2018-04-10,12.43000031,11.94999981,12.39000034,12.18999958,22539308,12.0899334,12.068000030499999,11.731499973549997,0.0,0.17289549288153871,0.14744180765767137,0.025453685223867345,45.94592929144849,62.17418765923864,66.33903207857081,53.8444988205743
2018-04-11,12.56999969,12.11999989,12.25,12.42000008,30270587,12.31804657,12.074000025,11.733166646716663,0.0,0.1830862561039499,0.15457069734692708,0.02851555875702283,54.43788808515557,59.59542113454428,64.0911617638953,50.60393987584226
2018-04-12,12.36999989,12.05000019,12.27000046,12.06999969,24683594,11.97091866,12.055000019,11.732166639716665,0.0,0.16106376021149238,0.15586930991984013,0.005194450291652247,21.678293769853813,46.95637867964746,58.37956740247935,24.110001233983667
2018-04-13,12.35000038,12.07999992,12.21000004,12.13000011,20801919,12.03042698,12.057500028499998,11.71483330688333,0.0,0.1467605418318012,0.15404755630223235,-0.007287014470431147,14.516155918319207,36.14297109253804,50.96736863249891,6.4941760126163075
2018-04-16,12.5,12.05000019,12.07999992,12.46000004,36339001,12.35771751,12.072500038,11.693666648549996,0.0,0.16020661253908663,0.1552793675496032,0.004927244989483437,41.12905843522864,37.80500020676824,46.57991249058868,20.25517563912736
2018-04-17,12.57999992,11.72000027,12.47000027,11.81000042,42558912,11.7130537,12.0445000645,11.673833322216664,0.0,0.11706374540047548,0.14763624311977766,-0.030572497719302177,8.823548442915879,28.14451628548412,40.4347804222205,3.5639880120113645
2018-04-18,12.39999962,11.31000042,11.85000038,12.36999989,47308557,12.26845551,12.0500000475,11.672666660716665,0.0,0.12660061638417908,0.14342911777265793,-0.016828501388478856,74.1258707565147,43.47163444249431,41.4470650956451,47.52077313619273
2018-04-19,13.15999985,12.5,12.94999981,12.56000042,84872579,12.45689678,12.07850008,11.66833333955,0.0,0.14778651921888475,0.1443005980619033,0.0034859211569814585,67.56758838568938,51.503619090225996,44.7992497605054,64.91235774966721
2018-04-20,13.81999969,12.32999992,12.36999989,13.19999981,114438312,13.09164238,12.1490000725,11.685500001716665,0.0,0.21375506657691545,0.1581914917649057,0.05556357481200974,75.29880237773934,59.43534685273044,49.677948791247076,78.95014297569716
2018-04-23,13.78999996,12.82999992,13.0,13.71000004,109989858,13.59745693,12.234000063,11.712000004216664,0.0,0.30368764975968077,0.1872907233638607,0.11639692639582006,95.61754255012198,71.49607875186095,56.95065877811837,100.58691869934611
2018-04-24,14.18000031,13.21000004,13.39999962,14.15999985,112275781,14.04376221,12.4015000345,11.747333335716663,0.0,0.40658424365205015,0.2311494274214986,0.17543481623055154,99.30311983391748,80.76509244587979,64.88880333403884,112.51767066956168
2018-04-25,14.85000038,13.64999962,13.85000038,14.09000015,119038687,13.97433758,12.5430000305,11.77766666388333,0.0,0.4769837728423454,0.280316296505668,0.19666747633667742,78.5310667065657,80.02041719944175,69.93267462250648,100.1959023533123
2018-04-26,14.47999954,13.76000023,14.02000046,13.80000019,84952781,13.68671799,12.642500019,11.80383334138333,0.0,0.5035704866769937,0.3249671345399331,0.17860335213706058,70.33897734846302,76.79327058244884,72.21953994248727,85.94073186237199
2018-04-27,13.94999981,13.17000008,13.89000034,13.35999966,67088743,13.25032902,12.717999982999997,11.818666664549996,0.0,0.48356208074485885,0.35668612378091824,0.1268759569639406,57.909583705193015,70.49870829003024,71.64592939166826,68.20426608675419
2018-05-02,13.63000011,13.03999996,13.36999989,13.38000011,43082385,13.27016544,12.789499997999997,11.835833326716662,0.0,0.4639707777411086,0.3781430545729563,0.08582772316815229,58.47456817485385,66.49066158497145,69.927506789436,59.61697117604234
2018-05-03,13.57999992,12.77999973,13.36999989,13.47999954,55673821,13.36934376,12.839999961499995,11.85249999338333,0.0,0.45131121250750184,0.39277668615986544,0.058534526347636395,45.634897225375866,59.53874013177292,66.46458457021497,45.687051254888814
2018-05-04,13.43999958,12.98999977,13.30000019,13.0,39508853,12.893284800000002,12.852999972999996,11.867666657549995,0.0,0.39795904040131447,0.3938131570081552,0.004145883393159244,26.58729990866745,48.554926724071095,60.49469862150035,24.67538292921259
2018-05-07,13.53999996,13.02999973,13.02999973,13.5,43496260,13.38918018,12.905999993999995,11.894333330549994,0.0,0.391509799686764,0.393352485543877,-0.0018426858571129467,34.782610817054554,43.964154755065586,54.98451733268876,21.923429599819244
2018-05-08,13.52000046,13.18000031,13.43000031,13.39000034,33474944,13.28008366,12.969000005499996,11.925166670216662,0.0,0.37322042397380706,0.389326073229863,-0.016105649256055954,29.46861924898429,39.13230958637182,49.70044808391645,17.996032591282557
2018-05-09,13.52000046,13.15999985,13.28999996,13.26000023,32429950,13.151150699999999,13.017000007499997,11.968833335049993,0.0,0.3442675376576858,0.38031436611542757,-0.036046828457741764,23.18842267030201,33.817680614348546,44.406192260727146,12.640657321591348
2018-05-10,13.30000019,12.85000038,13.25,13.13000011,33865584,13.02221775,13.064000033999998,12.008166662549993,0.0,0.3072899956418329,0.3657094920207086,-0.058419496378875724,20.588259948099594,29.407873725598897,39.40675274901773,9.41011567876123
2018-05-11,12.97999954,12.52000046,12.97999954,12.53999996,40024217,12.43706131,13.070000027999995,12.03749999971666,0.0,0.22775156761640147,0.3381179071398472,-0.11036633952344571,1.3985670692786727,20.071438173492155,32.961647890509205,-5.708981260541947
2018-05-14,12.72000027,12.28999996,12.56000042,12.40999985,25164791,12.30812836,13.087000035999997,12.079499991499993,0.0,0.15246929679742927,0.3009881850713636,-0.14851888827393434,8.955214669192447,16.366030338725587,27.429775373248,-5.761459730319238
2018-05-15,12.77000046,12.34000015,12.40999985,12.72999954,23904386,12.62550068,13.117000007499996,12.124999983833327,0.0,0.11727695963957352,0.26424593998500556,-0.14696898034543204,34.108495631271175,22.280185436240785,25.713245394245593,15.41406552023117
2018-05-16,12.68999958,12.39999962,12.60999966,12.43000031,18098231,12.32796478,13.115500020999997,12.161666663333326,0.0,0.06443656363681427,0.2242840647153673,-0.15984750107855303,11.200028000000088,18.58679962416055,23.337763470883914,9.084871930713831
2018-05-17,12.57999992,12.35000038,12.47000027,12.48999977,13721293,12.3874712,13.149499988499997,12.20833333316666,0.0,0.02708935487525821,0.1848451227473455,-0.15775576787208728,15.999984800000105,17.72452801610707,21.4666849859583,10.240214076404605
2018-05-18,12.52000046,12.11999989,12.44999981,12.34000015,18811200,12.23870277,13.148000001499998,12.24499999666666,0.0,-0.014445771019126141,0.14498694399405115,-0.1594327150131773,15.714297887750083,17.05445130665474,19.995940426190444,11.171473067583335
2018-05-21,12.69999981,12.44999981,12.44999981,12.56999969,22094976,12.46681404,13.148499964999996,12.284499994666662,0.0,-0.028475370497414332,0.11029448109575805,-0.1387698515931724,32.142829770419226,22.083910794576234,20.691930548985706,24.867871285757282
2018-05-22,12.73999977,12.52999973,12.61999989,12.68000031,18661822,12.57591152,13.122499989999998,12.325666665833328,0.0,-0.030367738060204985,0.08216203726456545,-0.11252977532477043,47.457650646359994,30.541824078504153,23.97522839215852,43.67501545119542
2018-05-23,13.18000031,12.56000042,12.64999962,13.09000015,50536249,12.98254585,13.091499995499996,12.370333337499996,0.0,0.0012022488129392883,0.06597007957424021,-0.06476783076130092,91.50942223211565,50.86435679637465,32.93827119356389,86.71652800199618
2018-05-24,13.02999973,12.77999973,12.94999981,12.84000015,33062282,12.73459911,13.025500010499993,12.410000005999997,0.0,0.0059798482285025045,0.05397203330509267,-0.047992185076590164,67.9245259166972,56.55107983648217,40.809207407869984,88.03482469370654
2018-05-25,12.75,12.11999989,12.69999981,12.14999962,37379264,12.05026245,12.928499983999995,12.433333332999998,0.0,-0.04538794206675156,0.03410003823072382,-0.07948798029747539,2.8301620861620362,38.64410725304212,40.087507356260694,35.75730704660498
2018-05-28,12.36999989,11.94999981,12.18000031,11.97000027,18021756,11.87173939,12.836999987999997,12.451833343166665,0.0,-0.09947504281583264,0.007385022021412526,-0.10686006483724517,1.6260529975394578,26.304755834541236,35.493256849020874,7.927753805581958
2018-05-29,12.14000034,11.5,11.94999981,11.55000019,27825155,11.45518684,12.746500014499997,12.463000011166665,0.0,-0.1742216376156449,-0.02893630990599896,-0.14528532770964595,2.976201236534321,18.52857096853893,29.83836155552689,-4.091010205436994
2018-05-30,11.64999962,11.15999985,11.34000015,11.27999973,21176347,11.18740368,12.641499995499997,12.452000013666666,0.0,-0.2523368510044932,-0.07361641812569782,-0.1787204328787954,5.940586766004991,14.33257623436095,24.669766448471577,-6.341804193860305
2018-05-31,11.53999996,11.21000004,11.42000008,11.40999985,13904565,11.31633663,12.538000010999998,12.450666681666664,0.0,-0.3002922154429992,-0.1189515775891581,-0.18134063785384114,12.376234805411874,13.680462424711259,21.006665107218137,-0.9719429403024975
2018-06-01,11.46000004,11.10999966,11.31000042,11.15999985,12763009,11.06838894,12.446000003499998,12.434500010666664,0.0,-0.3543849686020213,-0.16603825579173076,-0.18834671281029053,2.4154673574619614,9.925464068961492,17.312931427799256,-4.8494706487140355
2018-06-04,11.38000011,11.17000008,11.25,11.34000015,12787122,11.246912,12.338000010999997,12.422166681166665,0.0,-0.37836775733228656,-0.2085041560998419,-0.16986360123244465,11.111131293606116,10.320686477176366,14.982183110924959,0.9976932096791806
2018-06-05,11.47999954,10.89999962,11.18999958,11.46000004,20414337,11.36592579,12.241499995999998,12.416666682499997,0.0,-0.38327316745050233,-0.243457958369974,-0.13981520908052833,26.291098172760247,15.644157042370994,15.202841088073637,16.52678895096571
2018-06-06,11.56999969,11.34000015,11.39000034,11.43999958,14012821,11.34609032,12.150499963499996,12.410500001833329,0.0,-0.3843441303926891,-0.27163519277451703,-0.11270893761817208,29.189181031411515,20.159165038717834,16.854949071621704,26.7675969729101
2018-06-07,11.57999992,11.14999962,11.55000019,11.19999981,14321558,11.10806084,12.053999948499996,12.395333337666663,0.0,-0.39994849463066906,-0.2972978531457474,-0.10265064148492165,20.408172442036363,20.242167506490677,17.984021883244694,24.758458752982648
2018-06-08,11.19999981,10.90999985,11.18999958,10.98999977,14114424,10.89978409,11.976499938999996,12.373499997333331,0.0,-0.42436845846805227,-0.32271197421020836,-0.1016564842578439,7.25807239853873,15.914135803840027,17.29405985677647,13.154287697967142
2018-06-11,10.93999958,10.60999966,10.89999962,10.64000034,13846212,10.55265808,11.887999963499997,12.343333339499997,0.0,-0.4665849834293301,-0.3514865760540327,-0.11509840737529736,2.884680880180089,11.570984162620048,15.38636795872433,3.940216570411483
2018-06-12,10.84000015,10.55000019,10.68999958,10.81000042,12771836,10.72126293,11.792000007499997,12.322166681166665,0.0,-0.4807821406676016,-0.3773456889767465,-0.10343645169085514,25.242747393729825,16.128238572989975,15.633658163479545,17.11739939201084
2018-06-13,10.85999966,10.39999962,10.77000046,10.43000031,12864308,10.34438229,11.692000007499997,12.2933333555,0.0,-0.5167396698922584,-0.4052244851598489,-0.11151518473240951,2.5424307095516285,11.59963595184386,14.288984092934315,6.22093966966295
2018-06-14,10.68000031,10.39999962,10.47999954,10.52999973,10339503,10.4435606,11.594000005499998,12.262666686166664,0.0,-0.5310455903971363,-0.43038870620730635,-0.10065688418982993,11.016955673655408,11.40540919244771,13.32779245943878,7.5606426584655715
2018-06-15,10.57999992,10.10000038,10.5,10.14999962,15622983,10.06667995,11.484499978999997,12.227500009333333,0.0,-0.5665155301613876,-0.45761407099812257,-0.10890145916326499,3.3783280770477964,8.729715487314404,11.795100135397321,2.5989461911485705
2018-06-19,10.05000019,9.140000342999999,10.0,9.220000267,27522882,9.144314766,11.317000007849996,12.18133335095,0.0,-0.6620373341457864,-0.49849872362765535,-0.163538610518131,3.278685978231251,6.912705650953353,10.167635307249332,0.40284633836139605
2018-06-20,9.590000153,9.100000381000001,9.149999618999999,9.420000076,16088735,9.342672347999999,11.153999996149997,12.141833352883332,0.0,-0.7133773686390228,-0.5414744526299289,-0.1719029160090939,12.903215906605858,8.909542402837522,9.74827100577873,7.232085196955104
2018-06-21,9.579999924,9.140000342999999,9.470000267,9.229999542,14237242,9.154232025,10.960999965749997,12.09550000808333,0.0,-0.7606281235196057,-0.5853051868078643,-0.17532293671174148,6.190437921304738,8.003174242326594,9.166572084628017,5.676378557723748
2018-06-22,9.529999733,9.109999657000001,9.229999542,9.449999809,12700879,9.372426033,10.791499948699997,12.072833331233332,0.0,-0.7714299401067315,-0.6225301374676377,-0.14889980263909375,19.02171632412752,11.676021602926903,10.003055257394312,15.021954293992088
2018-06-25,9.699999809,9.399999618999999,9.569999695,9.430000305,12927010,9.352590561,10.655499982949996,12.042333332483333,0.0,-0.7726970794601016,-0.6525635258661305,-0.12013355359397104,18.75000336292748,14.034015522927096,11.346708679238574,19.40862921030414
2018-06-26,9.850000381000001,9.199999809,9.25,9.789999962000001,19322844,9.709634781,10.546499967549996,12.008666658183332,0.0,-0.7361662663784383,-0.6692840739685921,-0.06688219240984616,39.204537708222595,22.424189584692265,15.039202314389804,37.19416412529718
2018-06-27,9.890000342999999,9.590000153,9.75,9.710000037999999,16192530,9.630291939,10.454499959949997,11.972999985816665,0.0,-0.7055376601363577,-0.6765347912021452,-0.029002868934212445,38.607574962745325,27.818651377376618,19.29901866871874,44.857916794692365
2018-06-28,9.829999924,9.630000114,9.680000305,9.640000342999999,11478796,9.56086731,10.372499990599996,11.934499994699998,0.0,-0.6790845949024025,-0.6770447519421967,-0.002039842960205762,36.486495283969,30.70793267957408,23.101990005670523,45.9198180273812
2018-06-29,10.10000038,9.630000114,9.699999809,10.09000015,20963413,10.00717258,10.306500005599997,11.894833326033332,0.0,-0.6147229826091056,-0.6645803980755784,0.04985741546647282,98.99997699899987,53.47194745271601,33.22530915468568,93.96522404877668
2018-07-02,10.14000034,9.699999809,10.07999992,9.829999924,15834770,9.749306679,10.240000009299997,11.846333328599998,11.781499989575,-0.5780325866458789,-0.6472708357896385,0.06923824914375964,70.192266517195,59.045387140875675,41.83200181674901,93.472157789129
2018-07-03,10.44999981,9.649999618999999,9.81000042,10.26000023,23203635,10.17577648,10.186000013299997,11.8100000061,11.768083325741667,-0.5083972652656179,-0.6194961216848344,0.11109885641921646,85.8209284846253,67.97056758879222,50.544857074096754,102.82198861818316
2018-07-04,10.14000034,9.760000229,10.14000034,9.859999657000001,17336381,9.826950072999999,10.105999994149997,11.772166665216666,11.748833322216667,-0.479954853879196,-0.5915878681237067,0.11163301424451066,55.97014286311063,63.970426013565024,55.02004672058618,81.8711845995227
