date,close
2018-05-18,6.33
2018-05-21,6.401
2018-05-22,6.427
2018-05-23,6.342
2018-05-24,6.322
2018-05-25,6.238
2018-05-28,6.226
2018-05-29,6.148
2018-05-30,6.007
2018-05-31,6.078
2018-06-01,6.007
2018-06-04,6.006
2018-06-05,6.108
2018-06-06,6.102
2018-06-07,6.069
2018-06-08,5.995
2018-06-11,5.958
2018-06-12,6.007
2018-06-13,5.922
2018-06-14,5.912
2018-06-15,5.807
2018-06-19,5.439
2018-06-20,5.487
2018-06-21,5.39
2018-06-22,5.46
2018-06-25,5.41
2018-06-26,5.457
2018-06-27,5.383
2018-06-28,5.343
2018-06-29,5.531
2018-07-02,5.442
2018-07-03,5.499
2018-07-04,5.424
2018-07-05,5.28
2018-07-06,5.282
2018-07-09,5.418
2018-07-10,5.447
2018-07-11,5.344
2018-07-12,5.5
2018-07-13,5.514
2018-07-16,5.52
2018-07-17,5.501
2018-07-18,5.475
2018-07-19,5.429
2018-07-20,5.496
2018-07-23,5.537
2018-07-24,5.63
2018-07-25,5.631
2018-07-26,5.598
2018-07-27,5.569
2018-07-30,5.485
2018-07-31,5.497
2018-08-01,5.411
2018-08-02,5.286
2018-08-03,5.235
2018-08-06,5.125
2018-08-07,5.252
2018-08-08,5.185
2018-08-09,5.316
2018-08-10,5.338
2018-08-13,5.371
2018-08-14,5.344
2018-08-15,5.238
2018-08-16,5.192
2018-08-17,5.099
2018-08-20,5.128
2018-08-21,5.18
2018-08-22,5.146
2018-08-23,5.171
2018-08-24,5.152
2018-08-27,5.28
2018-08-28,5.286
2018-08-29,5.259
2018-08-30,5.18
2018-08-31,5.123
2018-09-03,5.147
2018-09-04,5.184
2018-09-05,5.117
2018-09-06,5.094
2018-09-07,5.086
2018-09-10,5.008
2018-09-11,5.001
2018-09-12,4.985
2018-09-13,5.013
2018-09-14,4.96
2018-09-17,4.9
2018-09-18,4.972
2018-09-19,5.031
2018-09-20,5.03
2018-09-21,5.126
2018-09-25,5.098
2018-09-26,5.108
2018-09-27,5.055
2018-09-28,5.122
2018-10-08,4.942
2018-10-09,4.927
2018-10-10,4.926
2018-10-11,4.554
2018-10-12,4.536
2018-10-15,4.458
2018-10-16,4.375
2018-10-17,4.394
2018-10-18,4.297
2018-10-19,4.386
2018-10-22,4.642
2018-10-23,4.53
2018-10-24,4.517
2018-10-25,4.516
2018-10-26,4.494
2018-10-29,4.44
2018-10-30,4.481
2018-10-31,4.549
2018-11-01,4.581
2018-11-02,4.75
2018-11-05,4.726
2018-11-06,4.735
2018-11-07,4.69
2018-11-08,4.659
2018-11-09,4.661
2018-11-12,4.783
2018-11-13,4.878
2018-11-14,4.856
2018-11-15,4.942
2018-11-16,4.972
2018-11-19,4.974
2018-11-20,4.842
2018-11-21,4.853
2018-11-22,4.853
2018-11-23,4.647
2018-11-26,4.656
2018-11-27,4.68
2018-11-28,4.749
2018-11-29,4.653
2018-11-30,4.679
2018-12-03,4.828
2018-12-04,4.847
2018-12-05,4.815
2018-12-06,4.711
2018-12-07,4.712
2018-12-10,4.654
2018-12-11,4.704
2018-12-12,4.693
2018-12-13,4.763
2018-12-14,4.66
2018-12-17,4.635
2018-12-18,4.601
2018-12-19,4.534
2018-12-20,4.562
2018-12-21,4.538
2018-12-24,4.577
2018-12-25,4.517
2018-12-26,4.501
2018-12-27,4.445
2018-12-28,4.451
2019-01-02,4.409
2019-01-03,4.398
2019-01-04,4.518
2019-01-07,4.596
2019-01-08,4.586
2019-01-09,4.583
2019-01-10,4.591
2019-01-11,4.615
2019-01-14,4.591
2019-01-15,4.655
2019-01-16,4.647
2019-01-17,4.61
2019-01-18,4.659
2019-01-21,4.676
2019-01-22,4.608
2019-01-23,4.613
2019-01-24,4.645
2019-01-25,4.622
2019-01-28,4.606
2019-01-29,4.545
2019-01-30,4.512
2019-01-31,4.483
2019-02-01,4.618
2019-02-11,4.718
2019-02-12,4.743
2019-02-13,4.83
2019-02-14,4.85
2019-02-15,4.816
2019-02-18,5.006
2019-02-19,4.984
2019-02-20,4.974
2019-02-21,4.979
2019-02-22,5.136
2019-02-25,5.479
2019-02-26,5.406
2019-02-27,5.363
2019-02-28,5.368
2019-03-01,5.432
2019-03-04,5.506
2019-03-05,5.666
2019-03-06,5.777
2019-03-07,5.824
2019-03-08,5.632
2019-03-11,5.838
2019-03-12,5.933
2019-03-13,5.793
2019-03-14,5.658
2019-03-15,5.72
2019-03-18,5.903
2019-03-19,5.892
2019-03-20,5.893
2019-03-21,5.958
2019-03-22,6.022
2019-03-25,5.935
2019-03-26,5.757
2019-03-27,5.828
2019-03-28,5.746
2019-03-29,5.942
2019-04-01,6.177
2019-04-02,6.172
2019-04-03,6.244
2019-04-04,6.301
2019-04-08,6.23
2019-04-09,6.257
2019-04-10,6.242
2019-04-11,6.136
2019-04-12,6.12
2019-04-15,6.039
2019-04-16,6.182
2019-04-17,6.193
2019-04-18,6.172
2019-04-19,6.225
2019-04-22,6.123
2019-04-23,6.008
2019-04-24,6.067
2019-04-25,5.851
2019-04-26,5.797
2019-04-29,5.654
2019-04-30,5.672
2019-05-06,5.254
2019-05-07,5.3
2019-05-08,5.277
2019-05-09,5.239
2019-05-10,5.416
2019-05-13,5.337
2019-05-14,5.316
2019-05-15,5.422
2019-05-16,5.471
2019-05-17,5.3
2019-05-20,5.26
2019-05-21,5.348
2019-05-22,5.331
2019-05-23,5.228
2019-05-24,5.199
2019-05-27,5.312
2019-05-28,5.301
2019-05-29,5.303
2019-05-30,5.287
2019-05-31,5.261
2019-06-03,5.22
2019-06-04,5.15
2019-06-05,5.132
2019-06-06,5.017
2019-06-10,5.07
2019-06-11,5.28
2019-06-12,5.224
2019-06-13,5.241
2019-06-14,5.162
2019-06-17,5.16
2019-06-18,5.148
2019-06-19,5.214
2019-06-20,5.323
2019-06-21,5.392
2019-06-24,5.391
2019-06-25,5.338
2019-06-26,5.337
2019-06-27,5.383
2019-06-28,5.332
2019-07-01,5.479
2019-07-02,5.46
2019-07-03,5.429
2019-07-04,5.406
2019-07-05,5.433
2019-07-08,5.241
2019-07-09,5.247
2019-07-10,5.217
2019-07-11,5.219
2019-07-12,5.243
2019-07-15,5.301
2019-07-16,5.314
2019-07-17,5.304
2019-07-18,5.229
2019-07-19,5.261
2019-07-22,5.161
2019-07-23,5.199
2019-07-24,5.248
2019-07-25,5.273
2019-07-26,5.285
2019-07-29,5.28
2019-07-30,5.311
2019-07-31,5.298
2019-08-01,5.261
2019-08-02,5.19
2019-08-05,5.134
2019-08-06,5.013
2019-08-07,4.991
2019-08-08,5.019
2019-08-09,4.972
2019-08-12,5.062
2019-08-13,5.029
2019-08-14,5.052
2019-08-15,5.076
2019-08-16,5.091
2019-08-19,5.279
2019-08-20,5.257
2019-08-21,5.266
2019-08-22,5.272
2019-08-23,5.275
2019-08-26,5.238
2019-08-27,5.316
2019-08-28,5.314
2019-08-29,5.329
2019-08-30,5.285
2019-09-02,5.408
2019-09-03,5.438
2019-09-04,5.519
2019-09-05,5.554
2019-09-06,5.57
2019-09-09,5.676
2019-09-10,5.671
2019-09-11,5.648
2019-09-12,5.663
2019-09-16,5.665
2019-09-17,5.547
2019-09-18,5.551
2019-09-19,5.601
2019-09-20,5.61
2019-09-23,5.587
2019-09-24,5.589
2019-09-25,5.501
2019-09-26,5.376
2019-09-27,5.401
2019-09-30,5.325
2019-10-08,5.337
2019-10-09,5.384
2019-10-10,5.443
2019-10-11,5.471
2019-10-14,5.533
2019-10-15,5.466
2019-10-16,5.434
2019-10-17,5.435
2019-10-18,5.36
2019-10-21,5.35
2019-10-22,5.4
2019-10-23,5.368
2019-10-24,5.358
2019-10-25,5.403
2019-10-28,5.477
2019-10-29,5.41
2019-10-30,5.343
2019-10-31,5.315
2019-11-01,5.366
2019-11-04,5.381
2019-11-05,5.421
2019-11-06,5.374
2019-11-07,5.409
2019-11-08,5.389
2019-11-11,5.265
2019-11-12,5.268
2019-11-13,5.268
2019-11-14,5.299
2019-11-15,5.267
2019-11-18,5.286
2019-11-19,5.371
2019-11-20,5.337
2019-11-21,5.345
2019-11-22,5.29
2019-11-25,5.294
2019-11-26,5.276
2019-11-27,5.3
2019-11-28,5.29
2019-11-29,5.29
2019-12-02,5.307
2019-12-03,5.33
2019-12-04,5.319
2019-12-05,5.369
2019-12-06,5.421
2019-12-09,5.433
2019-12-10,5.458
2019-12-11,5.437
2019-12-12,5.426
2019-12-13,5.5
2019-12-16,5.587
2019-12-17,5.675
2019-12-18,5.67
2019-12-19,5.684
2019-12-20,5.628
2019-12-23,5.499
2019-12-24,5.582
2019-12-25,5.607
2019-12-26,5.649
2019-12-27,5.604
2019-12-30,5.682
2019-12-31,5.705
2020-01-02,5.813
2020-01-03,5.824
2020-01-06,5.89
2020-01-07,5.966
2020-01-08,5.883
2020-01-09,5.957
2020-01-10,5.932
2020-01-13,6.031
2020-01-14,6.005
2020-01-15,5.987
2020-01-16,5.995
2020-01-17,5.961
2020-01-20,6.061
2020-01-21,5.99
2020-01-22,6.036
2020-01-23,5.811
2020-02-03,5.339
2020-02-04,5.429
2020-02-05,5.546
2020-02-06,5.711
2020-02-07,5.766
2020-02-10,5.822
2020-02-11,5.796
2020-02-12,5.914
2020-02-13,5.861
2020-02-14,5.868
2020-02-17,6.067
2020-02-18,6.116
2020-02-19,6.067
2020-02-20,6.181
2020-02-21,6.279
2020-02-24,6.337
2020-02-25,6.379
2020-02-26,6.217
2020-02-27,6.215
2020-02-28,5.906
2020-03-02,6.122
2020-03-03,6.164
2020-03-04,6.184
2020-03-05,6.263
2020-03-06,6.227
2020-03-09,5.997
2020-03-10,6.13
2020-03-11,6.04
2020-03-12,5.962
2020-03-13,5.919
2020-03-16,5.632
2020-03-17,5.643
2020-03-18,5.558
2020-03-19,5.608
2020-03-20,5.649
2020-03-23,5.423
2020-03-24,5.5
2020-03-25,5.633
2020-03-26,5.579
2020-03-27,5.555
2020-03-30,5.448
2020-03-31,5.448
2020-04-01,5.428
2020-04-02,5.589
2020-04-03,5.522
2020-04-07,5.686
2020-04-08,5.703
2020-04-09,5.756
2020-04-10,5.652
2020-04-13,5.594
2020-04-14,5.714
2020-04-15,5.703
2020-04-16,5.748
2020-04-17,5.755
2020-04-20,5.817
2020-04-21,5.78
2020-04-22,5.834
2020-04-23,5.804
2020-04-24,5.718
2020-04-27,5.698
2020-04-28,5.654
2020-04-29,5.665
2020-04-30,5.807
2020-05-06,5.897
2020-05-07,5.89
2020-05-08,5.965
2020-05-11,5.942
2020-05-12,5.957
2020-05-13,5.988
2020-05-14,5.957
2020-05-15,5.968
2020-05-18,5.937
2020-05-19,6.004
2020-05-20,5.957
